scr,lib
0.0,0.0
9.97614476173156e-06,1.0176907796583138e-05
2.437653004698411e-05,2.486660716305023e-05
-2.8779664823461836e-06,-2.935731226982983e-06
6.263914386669141e-05,6.389349356382598e-05
0.0001697189142174502,0.00017310741113298918
-0.00014639543643830987,-0.00014930758267719954
-0.0006739546706352848,-0.0006873029544765926
-0.0004371813198351977,-0.000445796421737162
0.00024431887104886714,0.0002491057076087356
-1.0954374650401982e-18,-1.1167607124667916e-18
-0.0003787366139472396,-0.0003860555891344631
0.0010593242825729604,0.0010796316067303274
0.0025981314763502458,0.00264749981653782
0.0009248080452780532,0.0009422118177196395
-0.0018402455621669073,-0.001874514386346046
-0.0012540944194924138,-0.0012771830074303386
0.00012015003530274043,0.0001223349270074116
-0.0026683609383781714,-0.0027162422156100244
-0.0050615085222782165,-0.005151039108153224
2.206727598254226e-17,2.2451639424108185e-17
0.006436786543954641,0.0065470596432951915
0.004320361204309689,0.004393072750285589
-0.0002482529276785834,-0.00025235216590291154
0.0033185264504857572,0.0033722153992553736
0.0062671918140294386,0.0063663907113446095
-0.00407967028828245,-0.00414274700593198
-0.014967781993281961,-0.015193451901911684
-0.008051560018092627,-0.008169719616239274
0.003846312947762413,0.003901145262625567
-7.550065231408328e-18,-7.654391795149034e-18
-0.004661916615268588,-0.004724206340590714
0.01183747316952638,0.011990006536985627
0.02673513074631908,0.027066383938492426
0.008874575365593662,0.00897995664189848
-0.016658559647230307,-0.016847435469674613
-0.010825011223463115,-0.010941707363221443
0.0009992184754516699,0.0010094108830576737
-0.021602155318470116,-0.021809488959125805
-0.04031368640633862,-0.04067537400800379
2.447855356405491e-17,2.4682255027937828e-17
0.051394014393135304,0.05178699284969006
0.035257183824873424,0.03550205235653758
-0.0021066576770557917,-0.002119755083840196
0.029925569996250696,0.030088999147535166
0.06181687053701538,0.0621059404132492
-0.04586402123730792,-0.046041106954767916
-0.20456967123141884,-0.20518635645949923
-0.15045188914741797,-0.15077313571071757
0.130926600484907,0.131086544635995
0.2999274423437982,0.3000090943296379
0.1311802946349941,0.131086544635995
-0.15103607675372524,-0.15077313571071757
-0.20576424476747415,-0.2051863564594992
-0.04622227808826234,-0.046041106954767916
0.06242282678366572,0.06210594041324919
0.030279204037108987,0.030088999147535163
-0.0021358553389411884,-0.002119755083840196
0.035819001116028835,0.035502052356537576
0.05232154211222551,0.051786992849690044
2.4973084069484933e-17,2.4682255027937825e-17
-0.041216958285037145,-0.040675374008003785
-0.022134948406382395,-0.021809488959125798
0.001026179964026751,0.0010094108830576735
-0.011142934535323121,-0.010941707363221443
-0.017188835155629793,-0.016847435469674613
0.009179677204759174,0.008979956641898474
0.02772488846522337,0.02706638393849242
0.012308218697145407,0.011990006536985618
-0.0048606585238504035,-0.004724206340590713
-7.894537341865924e-18,-7.654391795149032e-18
0.004033878638479228,0.003901145262625565
-0.008470792256782765,-0.008169719616239274
-0.015799320300551926,-0.015193451901911672
-0.004321384191059151,-0.0041427470059319784
0.006663119670791542,0.006366390711344608
0.003542079732283271,0.0033722153992553714
-0.00026609153598942535,-0.0002523521659029115
0.004651698507660961,0.004393072750285585
0.006964108508324417,0.006547059643295188
2.4000635268926607e-17,2.2451639424108185e-17
-0.005536450237768684,-0.005151039108153219
-0.002937015575603349,-0.0027162422156100244
0.00013315858323340577,0.00012233492700741144
-0.0014004987724542482,-0.0012771830074303377
-0.0020726330672853847,-0.001874514386346043
0.0010516228353150867,0.0009422118177196378
0.0029867821033638647,0.00264749981653782
0.0012331494899122564,0.0010796316067303248
-0.00044736820705159377,-0.00038605558913446273
-1.3164685250751632e-18,-1.1167607124667883e-18
0.0002997748210183852,0.0002491057076087353
-0.0005502681540873286,-0.000445796421737162
-0.0008760037310918753,-0.0006873029544765894
-0.00019842450336981385,-0.0001493075826771993
0.0002435280639641351,0.00017310741113298801
9.758961666402077e-05,6.389349356382576e-05
-5.104838183735607e-06,-2.935731226982983e-06
5.4758784506671546e-05,2.4866607163049877e-05
3.9865983280880544e-05,1.0176907796583138e-05
4.516758242690527e-21,0.0
