scr,lib
-0.0,-0.0
-4.7803007247936344e-05,-4.972673793106907e-05
0.0001228462725079636,0.000127770346357098
0.00028714320795619346,0.00029857627887179496
-0.0008576490642554282,-0.0008914767378185802
2.1494880569491996e-18,-1.4888203797813716e-18
0.00207921081457128,0.002158982028306287
-0.001815793533948841,-0.001884178240645591
-0.00246328100496401,-0.002554033378340155
0.005243500337607929,0.005431776998256843
-7.807787144355422e-18,3.1430924577595905e-17
-0.008498806473278196,-0.00878500134470198
0.006532101709830485,0.00674355252030763
0.00803581442551312,0.008284415052199203
-0.015871229690968533,-0.016337311466065336
1.489487157606419e-17,-1.0204526692452098e-17
0.02337393546655771,0.023976890331159743
-0.017540424071036998,-0.017957574494826028
-0.02141782183087565,-0.021880565008395702
0.042789316855316395,0.043613297735787995
-2.080548535019507e-17,1.4102309049863253e-17
-0.07001468910545652,-0.07099485836458927
0.05951162700899798,0.06017016175173715
0.09134781566301761,0.09207022271208866
-0.3001534088032382,-0.30150700324220137
0.39962066574740884,0.39996003510107253
-0.3024436011548129,-0.30150700324220137
0.09275250423977154,0.09207022271208866
0.0608985437753452,0.060170161751737145
-0.07221887641977362,-0.07099485836458927
-2.1637392967637583e-17,1.410230904986325e-17
0.04488185770688017,0.04361329773578798
-0.022667359004549366,-0.0218805650083957
-0.018740594102016225,-0.017957574494826017
0.025227557621355222,0.023976890331159725
1.6252872433508593e-17,-1.0204526692452097e-17
-0.017526221712126047,-0.016337311466065332
0.008991546109585398,0.0082844150521992
0.007417674854319858,0.006743552520307626
-0.009814222399871514,-0.008785001344701969
-9.192671740559349e-18,3.1430924577595905e-17
0.006316146662530563,0.005431776998256843
-0.003050034285800683,-0.0025540333783401533
-0.0023264320602438076,-0.0018841782406455875
0.0027833832516140633,0.002158982028306281
3.0521642622874765e-18,-1.4888203797813674e-18
-0.0013248294241475524,-0.0008914767378185802
0.0005059628052144216,0.0002985762788717945
0.00027465872065375287,0.00012777034635709758
-0.00019048738412956914,-4.9726737931068374e-05
-2.6006590494359097e-19,-0.0
