scr,lib
0.0,0.0
-3.6932694627141444e-20,-3.840989882484864e-20
-0.0001477843004653138,-0.00015367166793683076
-0.0004885172039214688,-0.0005078483339152353
-0.0006376587077871428,-0.0006626529076560837
8.956200237288333e-19,9.302929687105366e-19
0.0015458850670904665,0.001604815535776248
0.0030892124749079724,0.003204798398341787
0.0029633317538756182,0.0030717813671644234
-2.7007589116972174e-18,-2.797073413923284e-18
-0.005009098895270384,-0.0051824517053391025
-0.00893617395776368,-0.009234915434720522
-0.00785813083333891,-0.00811059054907025
5.02277032795478e-18,5.176934692667976e-18
0.01180019688416736,0.012143858035782537
0.020270976070317557,0.020826650983668392
0.017378429134584046,0.017822513387587037
-7.30907218597383e-18,-7.481130919738638e-18
-0.025765680570906346,-0.02631614467760025
-0.044991350274326915,-0.04584690435616023
-0.040043381725090484,-0.04070350412889781
9.015580403182326e-18,9.139634732821717e-18
0.07159260095993016,0.07236772365456463
0.15541018646987817,0.15660222367368712
0.22316287951825606,0.22411632732673356
0.24976291609213053,0.2499159827959811
0.22486562852872333,0.22411632732673353
0.15779998541647536,0.15660222367368712
0.07326106447887781,0.07236772365456462
9.299406957435376e-18,9.139634732821715e-18
-0.041644516893270964,-0.040703504128897804
-0.0471915779324216,-0.04584690435616022
-0.02726887617747069,-0.026316144677600246
-7.809181496691937e-18,-7.481130919738633e-18
0.018756589919939698,0.017822513387587023
0.022119129157381644,0.020826650983668385
0.013030676945992548,0.012143858035782535
5.6201485761387484e-18,5.176934692667974e-18
-0.008923477017617693,-0.008110590549070243
-0.01031928411373793,-0.009234915434720511
-0.005897573923170847,-0.0051824517053391025
-3.2532446434814276e-18,-2.797073413923284e-18
0.0036691970714297618,0.0030717813671644213
0.003957962625244987,0.003204798398341781
0.002069434505873852,0.001604815535776244
1.2717351092864488e-18,9.30292968710534e-19
-0.0009850054688437398,-0.0006626529076560837
-0.000860795338503429,-0.0005078483339152345
-0.00033041496554876427,-0.00015367166793683022
-1.4717091650513423e-19,-3.84098988248481e-20
3.411969405255617e-05,0.0
