t,x,y,vx,vy
0.11937475204467773,0.14015151515151514,0.32792207792207795,0.045329982417305306,0.0
0.1409621238708496,0.15909090909090917,0.3387445887445888,0.8773367175911839,0.5013352671949608
0.16217041015625,0.1915584415584416,0.373917748917749,1.5308890134080662,1.6584630978587414
0.1817004680633545,0.22943722943722944,0.41720779220779225,1.9395123178313054,2.216585506092921
0.2015058994293213,0.2456709956709957,0.44426406926406925,0.819662340789103,1.3661039013151661
0.22153472900390625,0.2673160173160174,0.49837662337662336,1.0806932858666665,2.701733214666661
0.24075889587402344,0.2727272727272728,0.5443722943722944,0.2814819205334143,2.392596324534019
0.2617971897125244,0.2754329004329005,0.5984848484848485,0.12860490144292222,2.5720980288584916
0.2833857536315918,0.2808441558441559,0.658008658008658,0.250653792051268,2.7571917125639422
0.3028421401977539,0.29707792207792216,0.7094155844155845,0.834366966269034,2.642162059851938
0.3224506378173828,0.3024891774891776,0.7310606060606061,0.2759648146545677,1.103859258618265
0.34245848655700684,0.30519480519480524,0.7364718614718615,0.13522831668900842,0.2704566333780224
0.44919681549072266,0.30519480519480524,0.7337662337662338,0.0,-0.02534822994378938
0.4686915874481201,0.2997835497835498,0.7256493506493507,-0.27757469659459516,-0.4163620448918956
0.4889204502105713,0.288961038961039,0.6904761904761906,-0.5350034230594315,-1.738761124943144
0.5079395771026611,0.2808441558441559,0.6661255411255411,-0.4267747495947847,-1.2803242487843656
0.5283758640289307,0.27002164502164505,0.6282467532467533,-0.5295732469189011,-1.8535063642161484
0.5484771728515625,0.26461038961038963,0.6011904761904763,-0.26919915807486877,-1.3459957903743385
0.5675191879272461,0.261904761904762,0.5795454545454546,-0.14208725782822781,-1.1366980626258458
0.5871889591217041,0.2591991341991342,0.5362554112554113,-0.13755257643210828,-2.2008412229136813
0.6065077781677246,0.2591991341991342,0.5146103896103896,0.0,-1.1204112214861475
0.626255989074707,0.26461038961038963,0.5010822510822511,0.27401243772123945,-0.6850310943030958
0.6472470760345459,0.2727272727272728,0.49296536796536794,0.38668236344372214,-0.38668236344372214
0.6658737659454346,0.2727272727272728,0.4902597402597403,0.0,-0.1452554221158756
0.6852602958679199,0.2754329004329005,0.48755411255411263,0.13956224845012358,-0.13956224845012358
0.7050728797912598,0.28354978354978355,0.48755411255411263,0.40968321690343157,0.0
0.7271111011505127,0.2862554112554113,0.48484848484848486,0.12276978534348855,-0.12276978534348855
0.7477602958679199,0.29707792207792216,0.48484848484848486,0.5241129724728437,0.0
0.7667620182037354,0.30519480519480524,0.4821428571428572,0.4271656523253135,-0.14238855077510257
0.7868387699127197,0.31060606060606066,0.47943722943722944,0.26952843217331207,-0.1347642160866588
0.8057477474212646,0.3160173160173161,0.474025974025974,0.28617387739818767,-0.28617387739818767
0.8263027667999268,0.3214285714285715,0.474025974025974,0.2632571301233009,0.0
0.8476130962371826,0.32413419913419916,0.474025974025974,0.12696320409282516,0.0
0.8681292533874512,0.3484848484848485,0.48755411255411263,1.1869010932357085,0.6593894962420644
0.889146089553833,0.3647186147186148,0.511904761904762,0.772417223279949,1.158625834919921
0.9093160629272461,0.3755411255411256,0.5416666666666667,0.5365654491530695,1.4755549851709384
0.9298298358917236,0.3755411255411256,0.5551948051948052,0.0,0.6594661329032139
0.9488532543182373,0.3755411255411256,0.5606060606060607,0.0,0.28445231503258883
1.0040695667266846,0.3755411255411256,0.5579004329004329,0.0,-0.049000514297543825
1.024315357208252,0.3755411255411256,0.5254329004329005,0.0,-1.6036683031513255
1.044739007949829,0.3647186147186148,0.47132034632034636,-0.5299008957531317,-2.649504478765653
1.0664241313934326,0.3620129870129871,0.43073593073593075,-0.12476884038332452,-1.8715326057499038
1.0849454402923584,0.3620129870129871,0.42261904761904767,0.0,-0.43824565321913345
1.1320664882659912,0.36742424242424243,0.4253246753246753,0.11483733159507083,0.05741866579753541
1.150066614151001,0.37283549783549785,0.4334415584415585,0.30062319818339905,0.45093479727510166
1.1699013710021973,0.39448051948051954,0.4632034632034633,1.091267304530442,1.5004925437293548
1.1896450519561768,0.42694805194805197,0.5064935064935066,1.6444518397157517,2.1926024529543375
1.209230899810791,0.4404761904761906,0.5254329004329005,0.6907098752404276,0.9669938253365918
1.2440462112426758,0.44318181818181823,0.5254329004329005,0.07771372980308232,0.0
1.2620470523834229,0.44318181818181823,0.5227272727272727,0.0,-0.15030562652448795
1.2832932472229004,0.45670995670995673,0.49296536796536794,0.636732301023705,-1.4008110622521541
1.3032996654510498,0.4675324675324676,0.47943722943722944,0.5409519434759873,-0.6761899293449815
1.3228118419647217,0.48376623376623384,0.45779220779220786,0.831981312919731,-1.1093084172263024
1.3406834602355957,0.48376623376623384,0.4550865800865801,0.0,-0.1513924293043579
1.3596906661987305,0.4864718614718615,0.4550865800865801,0.14234747131563305,0.0
1.377713918685913,0.4918831168831169,0.4550865800865801,0.3002374524300584,0.0
1.397963523864746,0.5081168831168832,0.47132034632034636,0.8016830990233571,0.8016830990233571
1.4174706935882568,0.5243506493506495,0.48755411255411263,0.8321948526546498,0.8321948526546498
1.4368445873260498,0.5324675324675325,0.49837662337662336,0.4189598243253158,0.5586130991004191
1.4773671627044678,0.5351731601731603,0.4956709956709957,0.06676840453405053,-0.0667684045340478
1.4951717853546143,0.5541125541125542,0.47132034632034636,1.0637346441733266,-1.3676588282228495
1.5140743255615234,0.5730519480519481,0.4496753246753247,1.0019496708950935,-1.1450853381658244
1.5338413715362549,0.5892857142857144,0.4334415584415585,0.8212540333299254,-0.8212540333299199
1.5533416271209717,0.6001082251082251,0.4334415584415585,0.5549932807543717,0.0
1.5739331245422363,0.610930735930736,0.4334415584415585,0.5255815349948536,0.0
1.5933125019073486,0.6244588744588746,0.446969696969697,0.6980687910279627,0.6980687910279569
1.6134216785430908,0.6352813852813854,0.4632034632034633,0.5381876651913654,0.8072814977870482
1.6320252418518066,0.6352813852813854,0.46590909090909094,0.0,0.14543599313364133
1.6566929817199707,0.6352813852813854,0.4632034632034633,0.0,-0.10968283758819394
1.6775720119476318,0.6379870129870131,0.446969696969697,0.12958588958040604,-0.7775153374824523
1.697479009628296,0.648809523809524,0.4253246753246753,0.5436535933805275,-1.087307186761055
1.714489221572876,0.6542207792207793,0.42261904761904767,0.3181180474931993,-0.15905902374659964
1.7362282276153564,0.6623376623376624,0.4199134199134199,0.3733787598670282,-0.12445958662234442
1.755488634109497,0.6812770562770563,0.43073593073593075,0.9833330332439001,0.5619045904250907
1.7751491069793701,0.7110389610389611,0.4550865800865801,1.5137939437616923,1.2385586812595615
1.793529987335205,0.7380952380952381,0.4821428571428572,1.4719793901323153,1.4719793901323213
1.8135466575622559,0.7435064935064937,0.4902597402597403,0.2703374412364897,0.40550616185472343
1.8322076797485352,0.7408008658008658,0.5091991341991342,-0.14498818331705418,1.0149172832193138
